original_picture_id,positive,negative,pair_type,retrieved_images,query_strings,lambda_value,is_correct,rank
843a3784-4b2c-48ef-9a85-73fbc314307e,Charming monochrome blue and white palette,Unimaginative and flat lighting,positive_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'b5d2d590-0f2e-4923-b4a0-30731622edb6', '75951bbc-11e1-4861-acfa-b910daa025d8', 'da3a43f2-5237-4811-949e-d980d8597ffb', '7df33602-fba7-4538-ad2e-1810ddca2d87', '4e122b00-e48b-46e2-8dcb-73c023b6df56', 'False']","['Charming monochrome blue and white palette', 'Unimaginative and flat lighting']",0.1,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Charming monochrome blue and white palette,Lack of detail in loose line drawing,positive_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '423dea1f-4724-4e95-a5e1-589ad3c734d8', 'a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', '8f6f6580-3157-4382-9901-036b78502968', '2a519739-7773-4354-85a1-fba3f6bf92c7', '091c5997-c304-4708-b06c-3f50d2e5be4b', '6387a229-c5c0-4dd3-af6b-420de20d258b', '7', '63e5db15-0a71-42ec-b33c-9b77865c88e0', '76c00e39-82ac-4a40-8be9-6c85c11a403d']","['Charming monochrome blue and white palette', 'Lack of detail in loose line drawing']",0.1,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Modern minimalist aesthetic,Lack of detail in loose line drawing,positive_negative,"['423dea1f-4724-4e95-a5e1-589ad3c734d8', '7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', '091c5997-c304-4708-b06c-3f50d2e5be4b', 'a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', '7', '63e5db15-0a71-42ec-b33c-9b77865c88e0', 'c170f0dd-fa90-4ae3-8f0e-fc8c7e1e7d3e', '6387a229-c5c0-4dd3-af6b-420de20d258b', '8f6f6580-3157-4382-9901-036b78502968']","['Modern minimalist aesthetic', 'Lack of detail in loose line drawing']",0.1,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Aerial viewpoint amplifying spatial depth.,Boxy and unoriginal volumes,noisy_negative,"['False', '165ebb76-4c99-444f-8dc2-af8897986407', '7', 'd167a3c4-03ed-4471-90f4-585743019bb9', '56a86805-b954-4a0a-b587-e0150b63541c', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '63e5db15-0a71-42ec-b33c-9b77865c88e0', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'd167a3c4-03ed-4471-90f4-585743019bb9']","['Aerial viewpoint amplifying spatial depth.', 'Boxy and unoriginal volumes']",0.1,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Azure and ivory color harmony,Excessive simplification via modern aesthetic,noisy_negative,"['018943a8-3180-4d42-9615-842fb21f9bbd', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '423dea1f-4724-4e95-a5e1-589ad3c734d8', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '90f2241d-db26-46fc-a758-7fa4e6d9d691']","['Azure and ivory color harmony', 'Excessive simplification via modern aesthetic']",0.1,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Contemporary structural labyrinth as the protagonist,Unimaginative and flat lighting,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'b5d2d590-0f2e-4923-b4a0-30731622edb6', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'False', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '423dea1f-4724-4e95-a5e1-589ad3c734d8', 'da3a43f2-5237-4811-949e-d980d8597ffb', 'b6b897c3-cfd0-47a8-823f-588087a75f1a']","['Contemporary structural labyrinth as the protagonist', 'Unimaginative and flat lighting']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Sophisticated sleek and reflective properties,Overly polished metallic surface losing authenticity,positive_negative,"['c2b6f39c-c794-4cc9-842d-96974048ed18', '7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'False', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '8957a2d8-7f38-4bb1-aab1-d06ec7338134', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '92a5d95c-6ab0-4d35-bd0b-c515060f0400']","['Sophisticated sleek and reflective properties', 'Overly polished metallic surface losing authenticity']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Radiant chrome-silver centerpiece,Shapeless and confusing abstract object,positive_negative,"['d167a3c4-03ed-4471-90f4-585743019bb9', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', 'b18e2c3f-ae77-427d-90c3-b8c6e2dea1e4', 'c748e07e-8b34-4768-9586-e0817e6f3ce9', 'c2b6f39c-c794-4cc9-842d-96974048ed18', '56a86805-b954-4a0a-b587-e0150b63541c', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7']","['Radiant chrome-silver centerpiece', 'Shapeless and confusing abstract object']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Graceful transition of gradient gray background,Unimaginative and sterile monochrome palette,positive_negative,"['7', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5', '468da0cc-51e7-4b79-bc15-20c029a9c159', '2a519739-7773-4354-85a1-fba3f6bf92c7', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5']","['Graceful transition of gradient gray background', 'Unimaginative and sterile monochrome palette']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Vignette-framed sea of gradient gray mirroring the sober twilight,Drab gradient background lacking vibrancy,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '62404e9b-2fd6-4709-96bb-fe5a2262001e', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '1135c712-811d-48fb-84cf-e48d6329e10b', '74a3cb6c-a710-4e75-bef2-f275fac28783', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '018943a8-3180-4d42-9615-842fb21f9bbd', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5']","['Vignette-framed sea of gradient gray mirroring the sober twilight', 'Drab gradient background lacking vibrancy']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Vignette-framed sea of gradient gray mirroring the sober twilight,Excessive negative space undermining composition,noisy_negative,"['0877bf40-4684-4043-8747-4d53b1b5902e', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'd167a3c4-03ed-4471-90f4-585743019bb9', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '8a30a658-861a-4adc-b04b-5ea2d926784d', '4e122b00-e48b-46e2-8dcb-73c023b6df56', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4']","['Vignette-framed sea of gradient gray mirroring the sober twilight', 'Excessive negative space undermining composition']",0.1,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Clean-cut minimalism bathed in an ethereal studio glow,Drab gradient background lacking vibrancy,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '1135c712-811d-48fb-84cf-e48d6329e10b', '74a3cb6c-a710-4e75-bef2-f275fac28783', 'c170f0dd-fa90-4ae3-8f0e-fc8c7e1e7d3e', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '018943a8-3180-4d42-9615-842fb21f9bbd']","['Clean-cut minimalism bathed in an ethereal studio glow', 'Drab gradient background lacking vibrancy']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,whites,sterile modern architecture.,positive_negative,"['d0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '7df33602-fba7-4538-ad2e-1810ddca2d87', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'cbb120f2-db88-4c78-b2e2-7bf02560578c', '6387a229-c5c0-4dd3-af6b-420de20d258b', '8a30a658-861a-4adc-b04b-5ea2d926784d', '165ebb76-4c99-444f-8dc2-af8897986407']","['whites', 'sterile modern architecture.']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Harmonious blend of soothing blues,featureless construction language,positive_negative,"['816429c8-e23f-4abd-a9c0-722c7440921a', '7df33602-fba7-4538-ad2e-1810ddca2d87', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', 'dfc4024d-d9bb-42e7-b7af-c72f623672fb', '9dc7def9-826a-41a3-a60e-856cef523f9e', '6387a229-c5c0-4dd3-af6b-420de20d258b', '3e1aa137-2301-4972-9212-0421fda319bd', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', 'a6ab242b-8fed-4eed-82e8-053b17bdb9d7']","['Harmonious blend of soothing blues', 'featureless construction language']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Elegant,Absence of warmth in cold,positive_negative,"['c2b6f39c-c794-4cc9-842d-96974048ed18', 'cbf5304a-69f0-43cc-9283-241361610f2a', '0877bf40-4684-4043-8747-4d53b1b5902e', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', 'a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', '34abf22b-c109-4eb6-a2f7-f07420c43c85', '091c5997-c304-4708-b06c-3f50d2e5be4b', '6b541432-e291-42d0-a5d5-b88c539fc56c', '174ab7bd-604f-4483-8ba8-35eae377dd11', '4e122b00-e48b-46e2-8dcb-73c023b6df56']","['Elegant', 'Absence of warmth in cold']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,and dove gray hues,Dominance of uninspiring light blues,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '7', '74a3cb6c-a710-4e75-bef2-f275fac28783', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', '2a519739-7773-4354-85a1-fba3f6bf92c7', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '72e384e7-f1cc-44ba-bd47-b00e0bba878d', '2aefc88e-c16f-4132-a99c-80670e6e8b6c']","['and dove gray hues', 'Dominance of uninspiring light blues']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Illuminated by a soft glow casting ghostly shadows.,featureless construction language,noisy_negative,"['816429c8-e23f-4abd-a9c0-722c7440921a', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', 'ab521a5f-aec3-4efc-b9d3-323427e5f21e', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', '6387a229-c5c0-4dd3-af6b-420de20d258b', '7df33602-fba7-4538-ad2e-1810ddca2d87', '9dc7def9-826a-41a3-a60e-856cef523f9e', 'dfc4024d-d9bb-42e7-b7af-c72f623672fb']","['Illuminated by a soft glow casting ghostly shadows.', 'featureless construction language']",0.1,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Sleek structures whispering modern tales in soft outlines,sterile modern architecture.,noisy_negative,"['11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '6387a229-c5c0-4dd3-af6b-420de20d258b', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '165ebb76-4c99-444f-8dc2-af8897986407', '585074c4-a8ed-4dd6-8d5f-2b3a3b553d0d', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'a322afcc-b3bf-4b8b-af46-62cdcbca6478', 'cbb120f2-db88-4c78-b2e2-7bf02560578c']","['Sleek structures whispering modern tales in soft outlines', 'sterile modern architecture.']",0.1,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Elegant mix of smooth and angular elements adding visual intrigue.,wasted space,positive_negative,"['92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'd167a3c4-03ed-4471-90f4-585743019bb9', '6387a229-c5c0-4dd3-af6b-420de20d258b', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', 'd167a3c4-03ed-4471-90f4-585743019bb9', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '9fbdf788-246e-437e-a947-0c4c40591246', '8a30a658-861a-4adc-b04b-5ea2d926784d']","['Elegant mix of smooth and angular elements adding visual intrigue.', 'wasted space']",0.1,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,minimalist backdrop,Sketch style overly complicated and difficult to interpret,positive_negative,"['423dea1f-4724-4e95-a5e1-589ad3c734d8', '6b541432-e291-42d0-a5d5-b88c539fc56c', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'b18e2c3f-ae77-427d-90c3-b8c6e2dea1e4', '90f2241d-db26-46fc-a758-7fa4e6d9d691', 'False', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '34abf22b-c109-4eb6-a2f7-f07420c43c85', '90f2241d-db26-46fc-a758-7fa4e6d9d691', '244df75b-458b-43dc-9824-85e051dc65e2']","['minimalist backdrop', 'Sketch style overly complicated and difficult to interpret']",0.1,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,futuristic robotic masterpiece as the centerpiece,Single robotic subject lacks variety and engagement,positive_negative,"['a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', 'da3a43f2-5237-4811-949e-d980d8597ffb', '56a86805-b954-4a0a-b587-e0150b63541c', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '75951bbc-11e1-4861-acfa-b910daa025d8', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '56a86805-b954-4a0a-b587-e0150b63541c']","['futuristic robotic masterpiece as the centerpiece', 'Single robotic subject lacks variety and engagement']",0.1,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Industrial chic design with a whiff of the future,Stark white background offering no visual interest,noisy_negative,"['2a519739-7773-4354-85a1-fba3f6bf92c7', '7', '7df33602-fba7-4538-ad2e-1810ddca2d87', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '74a3cb6c-a710-4e75-bef2-f275fac28783', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '2a519739-7773-4354-85a1-fba3f6bf92c7']","['Industrial chic design with a whiff of the future', 'Stark white background offering no visual interest']",0.1,True,4.0
62404e9b-2fd6-4709-96bb-fe5a2262001e,Bare minimalist backdrop devoid of any peripheral distractions,Side profile view with too much empty,noisy_negative,"['d167a3c4-03ed-4471-90f4-585743019bb9', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', 'da3a43f2-5237-4811-949e-d980d8597ffb', '0877bf40-4684-4043-8747-4d53b1b5902e', '7', 'c2b6f39c-c794-4cc9-842d-96974048ed18', '6b1b8043-5a69-4036-90f2-dd01290bf4fe', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'False', 'b5d2d590-0f2e-4923-b4a0-30731622edb6']","['Bare minimalist backdrop devoid of any peripheral distractions', 'Side profile view with too much empty']",0.1,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Bare minimalist backdrop devoid of any peripheral distractions,Stark white background offering no visual interest,noisy_negative,"['2a519739-7773-4354-85a1-fba3f6bf92c7', '7', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '2a519739-7773-4354-85a1-fba3f6bf92c7', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'False']","['Bare minimalist backdrop devoid of any peripheral distractions', 'Stark white background offering no visual interest']",0.1,True,3.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Impressive multi-level architecture,Overuse of negative space leading to a sense of emptiness,positive_negative,"['8c2febab-272b-4d6b-ab63-6e6bf093c2b4', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '2a519739-7773-4354-85a1-fba3f6bf92c7', '56a86805-b954-4a0a-b587-e0150b63541c', '843a3784-4b2c-48ef-9a85-73fbc314307e', '6b1b8043-5a69-4036-90f2-dd01290bf4fe', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '843a3784-4b2c-48ef-9a85-73fbc314307e']","['Impressive multi-level architecture', 'Overuse of negative space leading to a sense of emptiness']",0.3,True,7.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Stunning monochrome presentation,Overuse of negative space leading to a sense of emptiness,positive_negative,"['8a30a658-861a-4adc-b04b-5ea2d926784d', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '0877bf40-4684-4043-8747-4d53b1b5902e', 'c2b6f39c-c794-4cc9-842d-96974048ed18', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '7df33602-fba7-4538-ad2e-1810ddca2d87', '468da0cc-51e7-4b79-bc15-20c029a9c159', 'e065f25d-7920-47e1-8406-6de82f3d4a4f']","['Stunning monochrome presentation', 'Overuse of negative space leading to a sense of emptiness']",0.3,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Impressive multi-level architecture,lifeless monochrome palette,positive_negative,"['a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '585074c4-a8ed-4dd6-8d5f-2b3a3b553d0d', '6b1b8043-5a69-4036-90f2-dd01290bf4fe', '843a3784-4b2c-48ef-9a85-73fbc314307e', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5', '6b1b8043-5a69-4036-90f2-dd01290bf4fe', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5', '468da0cc-51e7-4b79-bc15-20c029a9c159']","['Impressive multi-level architecture', 'lifeless monochrome palette']",0.3,True,4.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Minimalist architectural lexicon intertwining with whispers of a bygone future.,Inconsistent and clumsy architectural sketch style,noisy_negative,"['188b9c9e-496a-4f26-a27f-c62653ae1e23', 'd167a3c4-03ed-4471-90f4-585743019bb9', '7', '244df75b-458b-43dc-9824-85e051dc65e2', 'd167a3c4-03ed-4471-90f4-585743019bb9', 'd8da7e6d-3bba-4325-be6a-65d33e88716f', '478ac3b6-0f49-440c-84ac-897310ca5ca5', '165ebb76-4c99-444f-8dc2-af8897986407', '9a5fd5aa-d2b9-4021-8c61-931652fbceb6', '75951bbc-11e1-4861-acfa-b910daa025d8']","['Minimalist architectural lexicon intertwining with whispers of a bygone future.', 'Inconsistent and clumsy architectural sketch style']",0.3,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Minimalist architectural lexicon intertwining with whispers of a bygone future.,Dull,noisy_negative,"['6b1b8043-5a69-4036-90f2-dd01290bf4fe', '30be7066-ed3d-4295-9f14-cac27c97e1cc', '89939dd6-78aa-44e4-8ae0-fab8d354e669', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '8758053f-a34a-4f8b-8694-ee20bb6295e3', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '843a3784-4b2c-48ef-9a85-73fbc314307e']","['Minimalist architectural lexicon intertwining with whispers of a bygone future.', 'Dull']",0.3,True,1.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Clunky yet enticing structures reminiscent of ancient mollusk shells,Bulky and unappealing exterior volumes,noisy_negative,"['c2b6f39c-c794-4cc9-842d-96974048ed18', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'False', '7', '0877bf40-4684-4043-8747-4d53b1b5902e', '63e5db15-0a71-42ec-b33c-9b77865c88e0', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '2a519739-7773-4354-85a1-fba3f6bf92c7', '92a5d95c-6ab0-4d35-bd0b-c515060f0400']","['Clunky yet enticing structures reminiscent of ancient mollusk shells', 'Bulky and unappealing exterior volumes']",0.3,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Charming monochrome blue and white palette,Unimaginative and flat lighting,positive_negative,"['843a3784-4b2c-48ef-9a85-73fbc314307e', '7df33602-fba7-4538-ad2e-1810ddca2d87', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', '75951bbc-11e1-4861-acfa-b910daa025d8', '018943a8-3180-4d42-9615-842fb21f9bbd', 'f61a9853-6d20-4559-a6c6-231e18a4abc3', 'da3a43f2-5237-4811-949e-d980d8597ffb', '9dc7def9-826a-41a3-a60e-856cef523f9e', 'c170f0dd-fa90-4ae3-8f0e-fc8c7e1e7d3e', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb']","['Charming monochrome blue and white palette', 'Unimaginative and flat lighting']",0.3,True,1.0
843a3784-4b2c-48ef-9a85-73fbc314307e,Charming monochrome blue and white palette,Lack of detail in loose line drawing,positive_negative,"['843a3784-4b2c-48ef-9a85-73fbc314307e', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'c170f0dd-fa90-4ae3-8f0e-fc8c7e1e7d3e', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '8f6f6580-3157-4382-9901-036b78502968', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '3e1aa137-2301-4972-9212-0421fda319bd', 'a6ab242b-8fed-4eed-82e8-053b17bdb9d7', '091c5997-c304-4708-b06c-3f50d2e5be4b', '6387a229-c5c0-4dd3-af6b-420de20d258b']","['Charming monochrome blue and white palette', 'Lack of detail in loose line drawing']",0.3,True,1.0
843a3784-4b2c-48ef-9a85-73fbc314307e,Modern minimalist aesthetic,Lack of detail in loose line drawing,positive_negative,"['b6b897c3-cfd0-47a8-823f-588087a75f1a', '8f6f6580-3157-4382-9901-036b78502968', '843a3784-4b2c-48ef-9a85-73fbc314307e', '585074c4-a8ed-4dd6-8d5f-2b3a3b553d0d', 'c748e07e-8b34-4768-9586-e0817e6f3ce9', 'a6ab242b-8fed-4eed-82e8-053b17bdb9d7', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '443abae5-15be-4b90-9560-d09272182602', '06eace2b-58a7-4f74-b9b1-dc48ded285db']","['Modern minimalist aesthetic', 'Lack of detail in loose line drawing']",0.3,True,3.0
843a3784-4b2c-48ef-9a85-73fbc314307e,Aerial viewpoint amplifying spatial depth.,Boxy and unoriginal volumes,noisy_negative,"['False', 'a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', 'd167a3c4-03ed-4471-90f4-585743019bb9', '091c5997-c304-4708-b06c-3f50d2e5be4b', '843a3784-4b2c-48ef-9a85-73fbc314307e', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '165ebb76-4c99-444f-8dc2-af8897986407', 'cbf5304a-69f0-43cc-9283-241361610f2a', 'ab521a5f-aec3-4efc-b9d3-323427e5f21e', '34abf22b-c109-4eb6-a2f7-f07420c43c85']","['Aerial viewpoint amplifying spatial depth.', 'Boxy and unoriginal volumes']",0.3,True,5.0
843a3784-4b2c-48ef-9a85-73fbc314307e,Azure and ivory color harmony,Excessive simplification via modern aesthetic,noisy_negative,"['018943a8-3180-4d42-9615-842fb21f9bbd', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', '7df33602-fba7-4538-ad2e-1810ddca2d87', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '165ebb76-4c99-444f-8dc2-af8897986407', 'a322afcc-b3bf-4b8b-af46-62cdcbca6478', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '1135c712-811d-48fb-84cf-e48d6329e10b', '018943a8-3180-4d42-9615-842fb21f9bbd', 'a6ab242b-8fed-4eed-82e8-053b17bdb9d7']","['Azure and ivory color harmony', 'Excessive simplification via modern aesthetic']",0.3,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Contemporary structural labyrinth as the protagonist,Unimaginative and flat lighting,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', 'b5d2d590-0f2e-4923-b4a0-30731622edb6', '188b9c9e-496a-4f26-a27f-c62653ae1e23', '88dcf7e0-4379-4a2d-93af-8a7510a3275c', 'db7eb434-9531-4598-b99b-707a386be404', 'da3a43f2-5237-4811-949e-d980d8597ffb', 'dfc4024d-d9bb-42e7-b7af-c72f623672fb', 'da3a43f2-5237-4811-949e-d980d8597ffb', 'b5d2d590-0f2e-4923-b4a0-30731622edb6', '75951bbc-11e1-4861-acfa-b910daa025d8']","['Contemporary structural labyrinth as the protagonist', 'Unimaginative and flat lighting']",0.3,False,
